word,valence,arousal,dominance,trust
oversized,0.552,0.54,0.679,0.0
overslept,0.408,0.315,0.3,0.0
overstate,0.281,0.779,0.635,0.0
overstock,0.344,0.592,0.589,0.0
overt,0.708,0.326,0.607,0.0
overtake,0.573,0.62,0.718,0.0
overtaken,0.594,0.552,0.702,0.0
overthemoon,0.643,0.531,0.481,0.0
overthinker,0.43,0.606,0.552,0.0
overthinking,0.408,0.761,0.525,0.0
overthrow,0.26,0.868,0.62,0.0
overtime,0.447,0.504,0.529,0.0
overtired,0.21,0.357,0.273,0.0
overture,0.49,0.402,0.491,0.0
overturn,0.24,0.765,0.396,0.0
overview,0.615,0.38,0.539,0.0
overweight,0.052,0.5,0.389,0.0
overwhelm,0.25,0.823,0.462,0.0
overwhelmed,0.341,0.68,0.348,0.0
overwhelming,0.327,0.83,0.64,0.0
overworked,0.133,0.67,0.387,0.0
overwrought,0.156,0.9,0.571,0.0
overzealous,0.427,0.804,0.703,0.0
owe,0.5,0.429,0.386,0.0
owing,0.396,0.307,0.381,0.289
owl,0.52,0.27,0.321,0.0
owner,0.776,0.449,0.92,0.0
ownership,0.628,0.445,0.741,0.0
ox,0.417,0.396,0.412,0.0
oxidation,0.453,0.415,0.211,0.0
oxide,0.354,0.377,0.298,0.0
oxygen,0.908,0.31,0.575,0.0
oxymoron,0.427,0.481,0.398,0.0
oyster,0.5,0.311,0.327,0.0
ozone,0.56,0.345,0.518,0.0
pace,0.51,0.38,0.39,0.0
pacemaker,0.448,0.569,0.582,0.0
pacific,0.627,0.118,0.58,0.0
pacified,0.802,0.194,0.414,0.0
pacifier,0.615,0.342,0.356,0.0
pacifist,0.663,0.153,0.557,0.0
pacify,0.812,0.283,0.629,0.0
pacing,0.583,0.551,0.491,0.0
pack,0.51,0.347,0.475,0.0
package,0.571,0.433,0.443,0.0
packaging,0.604,0.393,0.549,0.0
packer,0.52,0.48,0.537,0.0
packet,0.582,0.385,0.407,0.0
pact,0.442,0.444,0.593,0.695
pad,0.684,0.279,0.33,0.0
padded,0.606,0.212,0.371,0.0
padding,0.561,0.398,0.423,0.0
paddle,0.561,0.375,0.393,0.0
paddle boat,0.663,0.373,0.415,0.0
paddock,0.48,0.429,0.481,0.0
paddy,0.653,0.33,0.33,0.0
padlock,0.459,0.284,0.457,0.0
padre,0.684,0.407,0.647,0.0
paean,0.552,0.547,0.471,0.391
pagan,0.292,0.578,0.542,0.0
paganism,0.24,0.64,0.411,0.0
page,0.677,0.224,0.278,0.0
pageant,0.719,0.667,0.651,0.0
pager,0.51,0.526,0.554,0.0
pagination,0.459,0.333,0.4,0.0
paging,0.542,0.398,0.423,0.0
pagoda,0.571,0.259,0.435,0.0
pail,0.448,0.177,0.188,0.0
pain,0.012,0.765,0.395,0.0
pained,0.112,0.5,0.25,0.0
painful,0.05,0.742,0.33,0.0
painfully,0.156,0.72,0.407,0.0
painkiller,0.487,0.312,0.481,0.0
painless,0.785,0.173,0.491,0.0
pains,0.106,0.673,0.362,0.0
painstaking,0.396,0.335,0.386,0.0
paint,0.667,0.343,0.413,0.0
paintball,0.615,0.745,0.537,0.0
paintbrush,0.714,0.226,0.353,0.0
painted,0.667,0.333,0.424,0.0
painter,0.677,0.366,0.487,0.0
painting,0.792,0.324,0.333,0.0
pair,0.552,0.317,0.304,0.0
paisley,0.531,0.327,0.347,0.0
pajama,0.908,0.157,0.245,0.0
pajamas,0.719,0.17,0.264,0.0
pal,0.812,0.426,0.596,0.0
palace,0.878,0.51,0.804,0.0
palatable,0.823,0.5,0.594,0.0
palate,0.625,0.35,0.358,0.0
pale,0.281,0.259,0.245,0.0
paleontology,0.438,0.308,0.617,0.0
palette,0.59,0.333,0.205,0.0
pall,0.277,0.387,0.394,0.0
palladium,0.47,0.38,0.393,0.0
pallet,0.604,0.241,0.349,0.0
palliative,0.548,0.394,0.518,0.0
palm,0.531,0.194,0.34,0.0
palmer,0.48,0.269,0.413,0.0
palomino,0.616,0.349,0.396,0.0
palpable,0.552,0.343,0.611,0.0
palpitations,0.417,0.702,0.528,0.0
palsy,0.083,0.446,0.221,0.0
paltry,0.333,0.491,0.32,0.0
pamper,0.792,0.321,0.348,0.0
pamphlet,0.53,0.25,0.327,0.0
pan,0.734,0.182,0.364,0.0
panacea,0.42,0.427,0.613,0.0
panache,0.51,0.363,0.306,0.0
pancake,0.802,0.274,0.364,0.0
pancakes,0.844,0.373,0.402,0.0
pancreas,0.469,0.302,0.366,0.0
panda,0.646,0.194,0.406,0.0
pandemic,0.16,0.79,0.544,0.0
pandemonium,0.229,0.885,0.5,0.0
pane,0.385,0.25,0.444,0.0
panel,0.469,0.321,0.425,0.0
pang,0.146,0.595,0.455,0.0
panhandle,0.441,0.431,0.414,0.0
panic,0.062,0.938,0.4,0.0
panicattack,0.255,0.724,0.386,0.0
panicked,0.1,0.949,0.26,0.0
panicking,0.094,0.882,0.333,0.0
panicky,0.284,0.962,0.393,0.0
panier,0.5,0.392,0.38,0.0
panorama,0.719,0.402,0.625,0.0
panoramic,0.542,0.462,0.684,0.0
pansy,0.653,0.283,0.589,0.0
pant,0.448,0.463,0.409,0.0
pantheon,0.144,0.41,0.61,0.0
panther,0.303,0.594,0.682,0.0
panties,0.594,0.529,0.312,0.0
pantomime,0.552,0.481,0.385,0.0
pantry,0.622,0.294,0.312,0.0
pants,0.673,0.32,0.333,0.0
panty,0.451,0.557,0.303,0.0
pantyhose,0.57,0.539,0.25,0.0
pap,0.438,0.403,0.302,0.0
papa,0.656,0.34,0.527,0.0
papacy,0.481,0.263,0.553,0.0
papal,0.493,0.304,0.559,0.0
papaya,0.63,0.306,0.3,0.0
paper,0.52,0.123,0.293,0.0
paperback,0.633,0.269,0.314,0.0
paperboy,0.521,0.49,0.471,0.0
paperweight,0.421,0.278,0.433,0.0
paperwork,0.448,0.355,0.422,0.0
paprika,0.417,0.25,0.264,0.0
papyrus,0.459,0.24,0.324,0.0
par,0.615,0.372,0.429,0.0
parable,0.479,0.357,0.525,0.0
parabola,0.542,0.413,0.62,0.0
parabolic,0.459,0.509,0.5,0.0
parachute,0.562,0.787,0.564,0.0
parade,0.792,0.685,0.509,0.0
paradigm,0.573,0.429,0.779,0.0
paradise,0.875,0.54,0.796,0.0
paradox,0.417,0.442,0.482,0.0
paradoxical,0.406,0.547,0.433,0.0
paraffin,0.426,0.291,0.343,0.0
paragon,0.49,0.431,0.473,0.523
paragraph,0.51,0.164,0.269,0.0
parakeet,0.576,0.387,0.227,0.0
paralegal,0.479,0.47,0.519,0.0
parallax,0.437,0.394,0.471,0.0
parallel,0.568,0.284,0.465,0.0
parallelism,0.549,0.363,0.527,0.0
paralysis,0.156,0.5,0.305,0.0
paralyze,0.188,0.367,0.471,0.0
paramedic,0.673,0.464,0.636,0.0
paramedics,0.479,0.594,0.712,0.0
paramilitary,0.154,0.804,0.727,0.0
paramount,0.771,0.615,0.902,0.0
paranoia,0.146,0.841,0.407,0.0
paranoid,0.122,0.918,0.364,0.0
paranormal,0.167,0.814,0.56,0.0
parapet,0.45,0.356,0.279,0.0
paraphernalia,0.443,0.726,0.509,0.0
paraphrase,0.5,0.375,0.444,0.0
paraplegic,0.188,0.441,0.321,0.0
parasite,0.092,0.442,0.324,0.0
parasitic,0.037,0.6,0.364,0.0
parasol,0.604,0.255,0.304,0.0
parcel,0.66,0.324,0.411,0.0
parcels,0.551,0.445,0.418,0.0
parched,0.25,0.235,0.255,0.0
parchment,0.615,0.228,0.455,0.0
pardon,0.552,0.413,0.542,0.0
pare,0.5,0.356,0.309,0.0
parenchyma,0.5,0.399,0.595,0.0
parent,0.812,0.357,0.86,0.0
parentage,0.903,0.382,0.595,0.0
parental,0.76,0.43,0.627,0.0
parenthesis,0.51,0.255,0.38,0.0
parenthetical,0.49,0.327,0.391,0.0
parenthood,0.75,0.63,0.782,0.0
parenting,0.812,0.52,0.676,0.0
pariah,0.397,0.478,0.293,0.0
parietal,0.481,0.333,0.491,0.398
paring,0.429,0.441,0.324,0.0
parish,0.698,0.354,0.582,0.422
parity,0.582,0.406,0.407,0.0
park,0.816,0.343,0.414,0.0
parka,0.469,0.481,0.395,0.0
parking,0.777,0.469,0.51,0.0
parkinsons,0.104,0.57,0.373,0.0
parlance,0.51,0.35,0.462,0.0
parlay,0.469,0.611,0.483,0.0
parliament,0.573,0.54,0.858,0.477
parliamentary,0.49,0.554,0.755,0.0
parlor,0.5,0.327,0.366,0.0
parmesan,0.698,0.321,0.382,0.0
parody,0.561,0.651,0.375,0.0
parole,0.388,0.62,0.526,0.0
parquet,0.541,0.24,0.422,0.0
parrot,0.588,0.333,0.292,0.0
parry,0.51,0.404,0.436,0.0
parse,0.469,0.456,0.667,0.0
parsimonious,0.417,0.312,0.446,0.0
parsimony,0.449,0.28,0.403,0.0
parsley,0.458,0.17,0.291,0.0
parson,0.583,0.25,0.615,0.0
part,0.663,0.278,0.36,0.0
partake,0.755,0.656,0.629,0.461
partial,0.429,0.324,0.348,0.0
partiality,0.375,0.38,0.49,0.0
partially,0.418,0.368,0.396,0.0
participant,0.712,0.598,0.613,0.0
participate,0.755,0.58,0.684,0.0
participation,0.781,0.7,0.702,0.0
particle,0.521,0.265,0.438,0.0
particular,0.562,0.402,0.552,0.0
particularity,0.67,0.434,0.586,0.0
particulars,0.604,0.348,0.525,0.0
parting,0.26,0.542,0.353,0.0
partisan,0.615,0.549,0.669,0.0
partisanship,0.438,0.566,0.551,0.0
partition,0.615,0.469,0.567,0.0
partly,0.415,0.41,0.396,0.0
partner,0.673,0.302,0.586,0.0
partnership,0.786,0.387,0.545,0.789
partridge,0.583,0.415,0.25,0.0
parts,0.459,0.327,0.392,0.0
party,0.948,0.84,0.547,0.0
pas,0.49,0.344,0.262,0.0
pass,0.51,0.324,0.362,0.0
passable,0.688,0.337,0.633,0.0
passage,0.429,0.314,0.37,0.0
passageway,0.49,0.389,0.4,0.0
passe,0.531,0.357,0.426,0.0
passenger,0.717,0.413,0.481,0.0
passim,0.458,0.491,0.333,0.0
passing,0.458,0.298,0.509,0.0
passion,0.854,0.865,0.728,0.469
passionate,0.99,0.827,0.731,0.617
passive,0.42,0.116,0.241,0.0
passivity,0.241,0.115,0.246,0.0
passkey,0.646,0.5,0.791,0.0
passport,0.653,0.457,0.682,0.0
password,0.39,0.356,0.559,0.0
past,0.49,0.422,0.311,0.0
pasta,0.615,0.306,0.375,0.0
paste,0.5,0.556,0.5,0.0
pastel,0.719,0.357,0.367,0.0
pastime,0.677,0.353,0.443,0.0
pastor,0.698,0.236,0.746,0.477
pastrami,0.542,0.415,0.348,0.0
pastry,0.87,0.407,0.419,0.0
pasture,0.688,0.145,0.17,0.0
pasty,0.479,0.363,0.375,0.0
pat,0.418,0.377,0.34,0.0
patch,0.439,0.288,0.283,0.0
patchwork,0.5,0.26,0.325,0.0
pate,0.406,0.26,0.26,0.0
patella,0.43,0.26,0.342,0.0
patent,0.724,0.391,0.609,0.0
patented,0.571,0.422,0.685,0.0
paternal,0.776,0.353,0.755,0.0
paternity,0.704,0.59,0.806,0.0
path,0.59,0.245,0.421,0.484
pathetic,0.088,0.464,0.139,0.0
pathological,0.22,0.602,0.58,0.0
pathologist,0.354,0.552,0.585,0.0
pathology,0.271,0.56,0.558,0.0
pathos,0.35,0.449,0.462,0.0
pathway,0.646,0.41,0.519,0.0
patience,0.771,0.125,0.387,0.555
patient,0.583,0.193,0.34,0.0
patio,0.562,0.245,0.402,0.0
patriarch,0.592,0.448,0.898,0.0
patriarchal,0.531,0.5,0.857,0.461
patrimony,0.719,0.406,0.74,0.0
patriot,0.771,0.635,0.886,0.0
patriotic,0.875,0.509,0.933,0.0
patriotism,0.708,0.635,0.848,0.0
patrol,0.427,0.664,0.736,0.406
patrolman,0.469,0.731,0.884,0.0
patron,0.583,0.451,0.87,0.609
patronage,0.583,0.49,0.583,0.508
patronising,0.439,0.455,0.582,0.0
patronize,0.43,0.451,0.591,0.0
patronizing,0.542,0.365,0.529,0.0
patter,0.312,0.635,0.451,0.0
pattern,0.479,0.422,0.664,0.0
paucity,0.153,0.453,0.175,0.0
pauper,0.26,0.347,0.151,0.0
pause,0.429,0.188,0.264,0.0
pave,0.594,0.49,0.509,0.0
pavement,0.46,0.353,0.475,0.32
pavilion,0.583,0.5,0.77,0.0
paving,0.408,0.469,0.545,0.0
paw,0.417,0.36,0.286,0.0
pawn,0.39,0.321,0.187,0.211
pawnshop,0.396,0.439,0.519,0.0
pax,0.551,0.421,0.473,0.0
pay,0.514,0.588,0.592,0.43
payable,0.385,0.48,0.606,0.0
payback,0.459,0.5,0.567,0.0
paycheck,0.896,0.63,0.652,0.0
payday,0.833,0.741,0.571,0.0
payer,0.313,0.63,0.638,0.0
payload,0.612,0.51,0.682,0.0
payment,0.629,0.452,0.643,0.0
payoff,0.74,0.644,0.673,0.0
payout,0.646,0.6,0.575,0.0
payphone,0.469,0.36,0.37,0.0
payroll,0.521,0.36,0.549,0.0
pea,0.58,0.275,0.298,0.0
peace,0.939,0.156,0.613,0.602
peaceable,0.776,0.134,0.453,0.0
peaceful,0.867,0.108,0.569,0.648
peacefully,0.901,0.19,0.639,0.0
peacekeeper,0.865,0.32,0.644,0.0
peaceofmind,0.786,0.16,0.519,0.0
peacetime,0.949,0.18,0.579,0.0
peach,0.704,0.48,0.272,0.0
peachy,0.755,0.479,0.388,0.0
peacock,0.786,0.449,0.458,0.0
peak,0.5,0.345,0.431,0.0
peaked,0.677,0.704,0.857,0.0
peanut,0.646,0.202,0.246,0.0
peanuts,0.542,0.294,0.324,0.0
pear,0.677,0.158,0.241,0.0
pearl,0.905,0.425,0.642,0.0
pearly,0.635,0.337,0.373,0.0
peas,0.542,0.283,0.31,0.0
peasant,0.53,0.275,0.407,0.0
peat,0.333,0.655,0.504,0.0
pebble,0.354,0.353,0.287,0.0
pecan,0.552,0.316,0.358,0.0
peck,0.202,0.53,0.321,0.0
pecker,0.459,0.509,0.375,0.0
peculiar,0.6,0.491,0.564,0.0
peculiarities,0.511,0.46,0.528,0.0
peculiarity,0.439,0.452,0.652,0.0
peculiarly,0.615,0.45,0.454,0.0
pecuniary,0.49,0.49,0.5,0.0
pedal,0.5,0.32,0.342,0.0
pedantic,0.229,0.608,0.253,0.0
peddle,0.539,0.549,0.538,0.0
peddler,0.408,0.481,0.39,0.0
pedestal,0.735,0.284,0.579,0.0
pedestrian,0.438,0.36,0.448,0.0
pediatric,0.56,0.462,0.49,0.0
pediatrician,0.602,0.5,0.627,0.0
pediatrics,0.75,0.38,0.596,0.0
pedicure,0.695,0.269,0.296,0.0
pedigree,0.625,0.34,0.609,0.57
pedometer,0.469,0.561,0.405,0.0
pedophile,0.051,0.724,0.43,0.0
pee,0.449,0.529,0.391,0.0
peek,0.486,0.36,0.411,0.0
peekaboo,0.592,0.607,0.412,0.0
peel,0.439,0.25,0.279,0.0
peep,0.573,0.317,0.269,0.0
peeper,0.182,0.537,0.343,0.0
peephole,0.479,0.5,0.31,0.0
peer,0.458,0.321,0.569,0.0
peering,0.514,0.409,0.451,0.0
peerless,0.688,0.45,0.462,0.0
peeved,0.156,0.75,0.467,0.0
peg,0.52,0.357,0.393,0.0
pegs,0.408,0.286,0.386,0.0
peice,0.479,0.422,0.398,0.0
pelagic,0.521,0.554,0.491,0.0
pelican,0.573,0.391,0.38,0.0
pellet,0.448,0.39,0.466,0.0
pelvic,0.32,0.632,0.373,0.0
pelvis,0.378,0.618,0.38,0.0
pen,0.622,0.194,0.25,0.0
penal,0.208,0.565,0.61,0.0
penalty,0.062,0.49,0.24,0.0
penance,0.219,0.667,0.463,0.0
penchant,0.688,0.48,0.609,0.0
pencil,0.552,0.2,0.263,0.0
pendant,0.676,0.321,0.385,0.0
pendency,0.396,0.452,0.472,0.0
pendent,0.47,0.38,0.425,0.0
pending,0.396,0.441,0.473,0.0
pendulum,0.542,0.368,0.434,0.0
penetrate,0.287,0.877,0.732,0.0
penetrating,0.469,0.792,0.782,0.0
penetration,0.438,0.885,0.792,0.0
penguin,0.615,0.296,0.307,0.0
penicillin,0.417,0.431,0.566,0.0
penile,0.49,0.736,0.491,0.0
peninsula,0.551,0.384,0.627,0.0
penis,0.354,0.81,0.556,0.0
penitent,0.542,0.53,0.508,0.0
penitentiary,0.229,0.726,0.491,0.0
penmanship,0.677,0.284,0.509,0.0
pennant,0.542,0.38,0.426,0.0
penniless,0.062,0.316,0.083,0.0
penny,0.615,0.302,0.324,0.0
pension,0.625,0.409,0.406,0.0
pensioner,0.44,0.245,0.442,0.0
pensive,0.54,0.22,0.529,0.0
pentagon,0.49,0.636,0.774,0.0
pentagram,0.51,0.433,0.466,0.0
penthouse,0.592,0.43,0.395,0.0
penultimate,0.469,0.366,0.255,0.0
people,0.604,0.4,0.5,0.0
peopled,0.594,0.45,0.679,0.0
pep,0.51,0.51,0.364,0.0
pepper,0.4,0.539,0.328,0.0
peppermint,0.72,0.264,0.271,0.0
pepperoni,0.796,0.472,0.358,0.0
peppy,0.677,0.529,0.438,0.0
peptic,0.398,0.463,0.362,0.0
peptide,0.38,0.48,0.411,0.0
perceive,0.653,0.49,0.655,0.453
percent,0.47,0.35,0.356,0.0
percentage,0.469,0.4,0.553,0.0
percentile,0.479,0.41,0.39,0.0
perceptible,0.71,0.46,0.62,0.0
perception,0.653,0.481,0.655,0.0
perceptive,0.745,0.5,0.741,0.0
perch,0.531,0.3,0.314,0.0
perchance,0.48,0.224,0.298,0.0
percolation,0.397,0.417,0.415,0.0
percussion,0.622,0.635,0.642,0.0
perdition,0.135,0.656,0.496,0.0
peremptory,0.429,0.426,0.606,0.0
perennial,0.527,0.358,0.5,0.422
perfect,0.98,0.471,0.87,0.539
perfection,0.881,0.745,0.934,0.688
perfectionist,0.667,0.704,0.905,0.0
perfecto,0.802,0.567,0.889,0.0
perforated,0.219,0.607,0.344,0.0
perforation,0.365,0.668,0.578,0.0
perforce,0.357,0.689,0.354,0.0
perform,0.765,0.555,0.773,0.0
performance,0.75,0.52,0.672,0.0
performer,0.541,0.53,0.708,0.0
perfume,0.74,0.472,0.463,0.0
perfumed,0.816,0.471,0.509,0.0
peri,0.448,0.433,0.37,0.0
peridot,0.458,0.481,0.435,0.0
peril,0.052,0.91,0.518,0.0
perilous,0.143,0.862,0.575,0.0
perimeter,0.47,0.443,0.555,0.0
period,0.396,0.324,0.588,0.0
periodic,0.677,0.324,0.508,0.0
periodical,0.55,0.298,0.43,0.0
periodically,0.48,0.314,0.515,0.0
periodicity,0.646,0.324,0.645,0.367
peripheral,0.406,0.406,0.549,0.0
periphery,0.469,0.36,0.366,0.0
periscope,0.604,0.375,0.609,0.0
perish,0.296,0.57,0.415,0.0
perishable,0.27,0.464,0.354,0.0
perished,0.135,0.596,0.225,0.0
perishing,0.229,0.423,0.148,0.0
perjury,0.229,0.686,0.409,0.0
perk,0.903,0.519,0.682,0.0
perky,0.896,0.792,0.673,0.0
perm,0.667,0.465,0.741,0.0
permanence,0.771,0.37,0.708,0.0
permanent,0.745,0.345,0.736,0.0
permeable,0.635,0.402,0.495,0.0
permeate,0.417,0.41,0.407,0.0
permeation,0.418,0.559,0.536,0.0
permissible,0.684,0.646,0.612,0.0
permission,0.612,0.311,0.58,0.0
permissive,0.633,0.389,0.413,0.0
permit,0.733,0.349,0.518,0.0
permitted,0.865,0.41,0.613,0.0
permitting,0.724,0.481,0.661,0.0
permutation,0.385,0.588,0.5,0.0
pernicious,0.229,0.6,0.382,0.0
peroxide,0.458,0.529,0.51,0.0
perpendicular,0.51,0.398,0.439,0.0
perpetrate,0.327,0.837,0.732,0.0
perpetrator,0.229,0.765,0.538,0.0
perpetual,0.625,0.438,0.741,0.0
perpetually,0.51,0.473,0.868,0.0
perpetuate,0.397,0.588,0.788,0.0
perpetuation,0.51,0.677,0.716,0.0
perpetuity,0.59,0.434,0.759,0.516
perplexed,0.312,0.705,0.318,0.0
perplexing,0.316,0.53,0.362,0.0
perplexity,0.275,0.72,0.5,0.0
persecute,0.281,0.873,0.509,0.0
persecution,0.229,0.865,0.66,0.0
perseverance,0.888,0.63,0.796,0.0
persevere,0.802,0.583,0.937,0.0
persist,0.765,0.644,0.727,0.0
persistence,0.684,0.611,0.873,0.0
persistent,0.646,0.667,0.815,0.0
persisting,0.697,0.677,0.745,0.0
person,0.646,0.363,0.596,0.0
persona,0.741,0.48,0.743,0.0
personable,0.816,0.52,0.637,0.0
personage,0.653,0.324,0.698,0.0
personal,0.75,0.311,0.467,0.5
personality,0.896,0.513,0.79,0.0
personification,0.76,0.471,0.691,0.0
personnel,0.729,0.344,0.587,0.0
persons,0.869,0.302,0.588,0.0
perspective,0.688,0.47,0.704,0.0
perspiration,0.385,0.667,0.49,0.0
persuade,0.62,0.618,0.709,0.43
persuasion,0.612,0.67,0.537,0.0
persuasive,0.74,0.7,0.657,0.0
pert,0.469,0.46,0.348,0.0
pertinent,0.58,0.333,0.723,0.562
perturbation,0.27,0.84,0.5,0.0
pertussis,0.279,0.569,0.386,0.0
perusal,0.622,0.235,0.543,0.0
peruse,0.503,0.27,0.439,0.0
pervading,0.418,0.684,0.728,0.0
perverse,0.146,0.808,0.464,0.0
perversion,0.083,0.83,0.49,0.0
pervert,0.082,0.863,0.5,0.0
perverted,0.062,0.918,0.436,0.0
pesky,0.25,0.76,0.431,0.0
pessimism,0.083,0.484,0.264,0.0
pessimist,0.125,0.47,0.218,0.0
pessimistic,0.088,0.394,0.236,0.0
pest,0.188,0.68,0.452,0.0
pester,0.143,0.78,0.385,0.0
pestilence,0.122,0.66,0.283,0.0
pestle,0.427,0.463,0.426,0.0
pesto,0.531,0.323,0.336,0.0
pet,0.875,0.327,0.305,0.0
petal,0.81,0.194,0.211,0.0
petite,0.51,0.354,0.245,0.0
petition,0.498,0.575,0.415,0.0
petitioner,0.601,0.531,0.566,0.0
petloss,0.271,0.481,0.424,0.0
petpeeve,0.375,0.594,0.392,0.0
petrified,0.221,0.625,0.232,0.0
petrify,0.177,0.571,0.447,0.0
petrol,0.418,0.519,0.577,0.0
petroleum,0.583,0.451,0.64,0.0
petticoat,0.55,0.396,0.351,0.0
petting,0.812,0.462,0.48,0.0
petty,0.21,0.537,0.236,0.0
petulant,0.247,0.685,0.491,0.0
petunia,0.583,0.26,0.356,0.0
pew,0.449,0.235,0.664,0.0
pewter,0.396,0.26,0.321,0.0
peyote,0.406,0.462,0.426,0.0
phalanx,0.398,0.398,0.455,0.359
phantom,0.26,0.759,0.448,0.0
pharaoh,0.656,0.491,0.798,0.0
pharmaceutical,0.5,0.435,0.562,0.0
pharmacist,0.592,0.382,0.648,0.0
pharmacology,0.56,0.44,0.526,0.0
pharmacy,0.531,0.337,0.542,0.0
phase,0.645,0.3,0.482,0.0
pheasant,0.541,0.362,0.292,0.0
phenomenal,0.915,0.75,0.918,0.0
phenomenon,0.625,0.721,0.848,0.0
pheromone,0.561,0.573,0.561,0.0
phew,0.531,0.429,0.302,0.0
phi,0.42,0.361,0.452,0.0
philanthropic,0.812,0.426,0.717,0.594
philanthropist,0.704,0.463,0.623,0.578
philanthropy,0.745,0.412,0.801,0.0
philistine,0.39,0.5,0.491,0.0
philosopher,0.684,0.316,0.72,0.508
philosophic,0.688,0.27,0.655,0.0
philosophical,0.719,0.275,0.713,0.0
philosophy,0.684,0.255,0.64,0.0
phlegm,0.173,0.394,0.24,0.0
pho,0.541,0.37,0.384,0.0
phobia,0.173,0.904,0.291,0.0
phoenix,0.653,0.481,0.594,0.0
phone,0.729,0.344,0.418,0.0
phonetic,0.542,0.435,0.536,0.0
phonetics,0.646,0.425,0.519,0.0
phonics,0.49,0.519,0.455,0.0
phonograph,0.561,0.398,0.565,0.0
phonology,0.695,0.402,0.512,0.0
phony,0.115,0.592,0.202,0.0
phooey,0.333,0.49,0.352,0.0
phosphate,0.5,0.306,0.407,0.0
phosphor,0.438,0.48,0.427,0.0
phosphorus,0.429,0.539,0.37,0.0
photo,0.729,0.327,0.431,0.0
photogenic,0.78,0.5,0.495,0.0
photograph,0.677,0.353,0.358,0.0
photographer,0.714,0.481,0.562,0.0
photographic,0.761,0.429,0.564,0.0
photography,0.63,0.431,0.36,0.0
photometry,0.417,0.456,0.436,0.0
photon,0.459,0.439,0.455,0.0
phrase,0.63,0.264,0.314,0.0
phraseology,0.62,0.406,0.537,0.0
phylogeny,0.378,0.41,0.481,0.0
physical,0.75,0.52,0.607,0.0
physical therapist,0.531,0.337,0.775,0.0
physician,0.583,0.49,0.843,0.633
physicist,0.635,0.538,0.693,0.555
physics,0.582,0.415,0.664,0.0
physiological,0.51,0.418,0.62,0.0
physiology,0.521,0.451,0.519,0.0
physique,0.643,0.5,0.543,0.0
pi,0.469,0.265,0.4,0.0
pianist,0.806,0.491,0.573,0.0
piano,0.704,0.343,0.438,0.0
piazza,0.625,0.471,0.472,0.0
piccolo,0.625,0.423,0.38,0.0
pick,0.5,0.464,0.525,0.0
picked,0.74,0.518,0.67,0.0
picker,0.534,0.34,0.609,0.0
picket,0.365,0.615,0.451,0.0
picketing,0.33,0.557,0.471,0.0
pickle,0.593,0.449,0.288,0.0
pickled,0.344,0.45,0.291,0.0
pickpocket,0.365,0.704,0.449,0.0
pickup,0.561,0.529,0.42,0.0
picky,0.257,0.729,0.598,0.0
picnic,0.625,0.47,0.375,0.375
pictorial,0.704,0.481,0.476,0.0
picture,0.714,0.308,0.462,0.0
pictures,0.653,0.24,0.405,0.0
picturesque,0.802,0.491,0.483,0.0
pie,0.88,0.402,0.368,0.0
piece,0.646,0.245,0.367,0.0
piecemeal,0.615,0.269,0.319,0.0
pieceofshit,0.083,0.724,0.292,0.0
pied,0.594,0.433,0.35,0.0
pier,0.583,0.279,0.445,0.0
pierce,0.365,0.67,0.611,0.0
piety,0.76,0.34,0.482,0.0
pig,0.343,0.368,0.324,0.0
pigeon,0.688,0.224,0.276,0.0
piggy,0.541,0.365,0.412,0.0
piggyback,0.438,0.49,0.343,0.0
pigheaded,0.271,0.472,0.358,0.0
piglet,0.54,0.443,0.25,0.0
pigment,0.39,0.333,0.339,0.0
pigskin,0.347,0.449,0.3,0.0
pigsty,0.133,0.529,0.221,0.0
pike,0.427,0.41,0.452,0.0
pile,0.461,0.32,0.539,0.0
piles,0.469,0.423,0.468,0.0
pileup,0.34,0.559,0.446,0.0
pilgrim,0.531,0.404,0.569,0.0
pilgrimage,0.708,0.522,0.625,0.0
pill,0.573,0.407,0.368,0.312
pillage,0.24,0.685,0.375,0.0
pillar,0.583,0.33,0.684,0.0
pillbox,0.385,0.339,0.296,0.0
pillow,0.663,0.128,0.195,0.0
pillowcase,0.5,0.179,0.25,0.0
pilot,0.688,0.68,0.736,0.57
pimp,0.146,0.7,0.536,0.0
pimple,0.245,0.37,0.274,0.0
pin,0.438,0.346,0.39,0.297
pinball,0.582,0.64,0.442,0.0
pinch,0.34,0.632,0.339,0.0
pinching,0.25,0.788,0.345,0.0
pine,0.583,0.225,0.312,0.0
pineapple,0.677,0.316,0.245,0.0
ping,0.541,0.49,0.391,0.0
pinhead,0.459,0.3,0.308,0.0
pinhole,0.375,0.279,0.345,0.0
pinion,0.444,0.361,0.346,0.0
pink,0.806,0.269,0.471,0.0
pinkie,0.663,0.265,0.269,0.0
pinnacle,0.633,0.39,0.508,0.0
pinot,0.365,0.37,0.361,0.0
pinpoint,0.583,0.443,0.528,0.0
pint,0.686,0.333,0.321,0.0
pinto,0.57,0.354,0.373,0.0
pinup,0.61,0.459,0.393,0.0
pioneer,0.796,0.618,0.802,0.0
pious,0.698,0.306,0.426,0.5
pip,0.448,0.43,0.366,0.0
pipe,0.541,0.34,0.33,0.0
piped,0.36,0.529,0.379,0.0
pipeline,0.479,0.337,0.411,0.0
piper,0.569,0.442,0.398,0.0
